2025-01-03 04:28:35,720 INFO    MainThread:4323 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-01-03 04:28:35,721 INFO    MainThread:4323 [wandb_setup.py:_flush():68] Configure stats pid to 4323
2025-01-03 04:28:35,721 INFO    MainThread:4323 [wandb_setup.py:_flush():68] Loading settings from /root/.config/wandb/settings
2025-01-03 04:28:35,721 INFO    MainThread:4323 [wandb_setup.py:_flush():68] Loading settings from /code/hanjun/RadarLoc/training/wandb/settings
2025-01-03 04:28:35,721 INFO    MainThread:4323 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-01-03 04:28:35,721 INFO    MainThread:4323 [wandb_init.py:_log_setup():528] Logging user logs to /code/hanjun/RadarLoc/training/wandb/run-20250103_042835-krrinzlk/logs/debug.log
2025-01-03 04:28:35,721 INFO    MainThread:4323 [wandb_init.py:_log_setup():529] Logging internal logs to /code/hanjun/RadarLoc/training/wandb/run-20250103_042835-krrinzlk/logs/debug-internal.log
2025-01-03 04:28:35,721 INFO    MainThread:4323 [wandb_init.py:init():644] calling init triggers
2025-01-03 04:28:35,722 INFO    MainThread:4323 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {'params_path': '../config/config_radarloc.txt', 'model_params_path': '../models/radarloc.txt', 'dataset': 'mulran', 'dataset_folder': '/code/hanjun/SHeRLoc/src/dataset/HeRCULES', 'num_workers': 4, 'batch_size': 16, 'batch_expansion_th': 0.7, 'batch_size_limit': 256, 'batch_expansion_rate': 1.4, 'lr': 0.001, 'scheduler_milestones': [80], 'epochs': 120, 'weight_decay': 0.001, 'loss': 'BatchHardTripletMarginLoss', 'margin': 0.2, 'aug_mode': 2, 'train_file': '/code/hanjun/SHeRLoc/src/dataset/HeRCULES/train_R/Bridge_Day_Bridge_Night_5_20.pickle', 'val_file': '/code/hanjun/SHeRLoc/src/dataset/HeRCULES/val_R/Bridge_Day_Bridge_Night_5_20.pickle', 'test_file': '/code/hanjun/SHeRLoc/src/dataset/HeRCULES/test_R_Sports_Complex/Day_Sports_Complex/Night_384_128.pickle', 'model_params.model_params_path': '../models/radarloc.txt', 'model_params.output_dim': 256, 'model_params.lidar_model': None, 'model_params.radar_model': 'radarloc'}
2025-01-03 04:28:35,722 INFO    MainThread:4323 [wandb_init.py:init():680] starting backend
2025-01-03 04:28:35,722 INFO    MainThread:4323 [wandb_init.py:init():684] sending inform_init request
2025-01-03 04:28:35,839 INFO    MainThread:4323 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-01-03 04:28:35,840 INFO    MainThread:4323 [wandb_init.py:init():697] backend started and connected
2025-01-03 04:28:35,849 INFO    MainThread:4323 [wandb_init.py:init():790] updated telemetry
2025-01-03 04:28:35,943 INFO    MainThread:4323 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-01-03 04:28:36,297 INFO    MainThread:4323 [wandb_init.py:init():874] starting run threads in backend
2025-01-03 04:28:36,372 INFO    MainThread:4323 [wandb_run.py:_console_start():2374] atexit reg
2025-01-03 04:28:36,372 INFO    MainThread:4323 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-01-03 04:28:36,372 INFO    MainThread:4323 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-01-03 04:28:36,372 INFO    MainThread:4323 [wandb_run.py:_redirect():2314] Redirects installed.
2025-01-03 04:28:36,375 INFO    MainThread:4323 [wandb_init.py:init():916] run started, returning control to user process
2025-01-03 04:28:51,485 WARNING MsgRouterThr:4323 [router.py:message_loop():75] message_loop has been closed
